shop_link,item_name,label
https://www.tokopedia.com/tetrapack,Pancake Durian Mini Rainbow isi 21 Duren Medan,non-veg
https://www.tokopedia.com/waroengraf21,Pancake Durian Mini Rainbow,non-veg
https://www.tokopedia.com/kingdurian84,Durian Kupas Super,veg
https://www.tokopedia.com/maranatha123,durian kupas medan ucok,veg
https://www.tokopedia.com/kingdurian84,Pancake durian,non-veg
https://www.tokopedia.com/duriankayyisah,Durian Kupas Medan,veg
https://www.tokopedia.com/lovebakingshop,PROMO GOLDENFIL Selai CHOCOMALTINE 1KG original Chocolate CHOCO CRUNCH,veg
https://www.tokopedia.com/lovebakingshop,Goldenfil Chocolate Crunchy 1KG selai cokelat coklat ovomaltine crispy,non-veg
https://www.tokopedia.com/tokozahir,kurma ajwa asli madinah 500gr,veg
https://www.tokopedia.com/tetrapack,Pancake Durian Reguler isi 10 Duren Medan,non-veg
https://www.tokopedia.com/masshop,Durian Medan Kupas beku via Gojek surabaya gresik sidoarjo,veg
https://www.tokopedia.com/snackiefactory,OVOMALTINE CRUNCHY 380GR,non-veg
https://www.tokopedia.com/tokomoiaa,MOIAA Premix Silky Pudding | MOIA | MOYA | 200 gram | murah hemat hot,veg
https://www.tokopedia.com/xynxyn,Termurah! Coklat Ferrero Rocher T24 Isi 24pcs,non-veg
https://www.tokopedia.com/mamashop,Fondant Warna Merk Fondx Sugar icing Gum Paste Hiasan Bahan Kue Ultah,non-veg
https://www.tokopedia.com/phinovstore,Bean boozled permen rasa aneh,veg
https://www.tokopedia.com/agamfarm,GRAND PROMO ALPUKAT MENTEGA (BERGARANSI),veg
https://www.tokopedia.com/papamamababyshop,PROMO CHOCOMALTINE ELMER CRUNCHY GOLDENFIL 1KG COKLAT,non-veg
https://www.tokopedia.com/nizamazka,MOIAA Premix Silky Pudding 200 gram,veg
https://www.tokopedia.com/kedai-sehat,500gr Kurma SUKARI Ruthab/Ruthob/Rothab,veg
https://www.tokopedia.com/ciacia-store,Milo Cube 50 pc / Milo Energy Cube 50s / Milo Nestle Energy Cube 50s,veg
https://www.tokopedia.com/kurmanurmecca,Kismis Asam Manis 1 kg. Oleh Oleh Haji Anggur Sehat,veg
https://www.tokopedia.com/kurmanurmecca,Kurma Ajwa 1 Kg Kurma Nabi Asli,veg
https://www.tokopedia.com/gudangdurian,Pancake Durian @ Gudang Durian,non-veg
https://www.tokopedia.com/aghniyaastore,mochi ice cream smoochi,non-veg
https://www.tokopedia.com/coffeelovers,AKIYO CANDY - PERMEN KOPI STAMINA,veg
https://www.tokopedia.com/jualovomaltine,Ovomaltine Crunchy 380gr,non-veg
https://www.tokopedia.com/frnt,Selai Coklat Crunchy Chocomaltine 1kg (Duplikat Ovomaltine),non-veg
https://www.tokopedia.com/gadgetsacc,Jelly Bean//Bean Boozled TERMURAH,veg
https://www.tokopedia.com/almiraolshop13,Kurma Date Crown Khalas 1 kg,veg
https://www.tokopedia.com/mamashop,Fondant Warna Plastik Icing Sugar Gum Paste Hiasan Bahan Kue Ultah,non-veg
https://www.tokopedia.com/jualovomaltine,Ovomaltine 380gr,non-veg
https://www.tokopedia.com/yuficollection,Ovomaltine 380gr Khusus Gojek,non-veg
https://www.tokopedia.com/snack-import,OVOMALTINE CRUNCHY CREAM (1 KG MUAT 2 JAR) HEMAT ONGKIR ! ! !,non-veg
https://www.tokopedia.com/thejakartastore,READY STOCK! IRVINS Salted Egg Fish Skin 230 Gram (Singapore),non-veg
https://www.tokopedia.com/kacangkita,Almond Roasted (Kacang Almond Panggang) Blue Diamond tanpa cangkang,veg
https://www.tokopedia.com/thelittlesnacks,Mamade Makaroni Homemade,veg
https://www.tokopedia.com/macaronifactory,Makaroni Factory Dengan 9 Rasa Yang Bikin Ngilerrr !!,veg
https://www.tokopedia.com/vivari88,samyang ready stock. LIMITED!,veg
https://www.tokopedia.com/reddragonsnack,1Kg Almond Roasted ( Panggang ) USA - California murah bakar in shell,veg
https://www.tokopedia.com/reddragonsnack,500gram Mede Panggang ( Oven ) Roasted cashew grosir murah,veg
https://www.tokopedia.com/dj-s-baby-shop,Keripik Singkong Lumba Lumba Manis 500 gr,veg
https://www.tokopedia.com/wowow-shop,Kacang Kapri Tari Bali 300 Gram,veg
https://www.tokopedia.com/nanditaos,READY Indomie Curly Fried Noodle Salted Egg Telor Asin,non-veg
https://www.tokopedia.com/thejakartastore,READY STOCK! IRVINS Salted Egg Potato Chips 230 Gram (Singapore),non-veg
https://www.tokopedia.com/ryc-snack,KACANG ALMOND 1kg USA-CALIFORNIA,veg
https://www.tokopedia.com/cloudshopp,KERIPIK SINGKONG RASA LOKAL INDONESIA,veg
https://www.tokopedia.com/reddragonsnack,250gram Kacang Pistachio murah harga grosir jakarta,veg
https://www.tokopedia.com/ryc-snack,KACANG PISTACHIO USA - CALIFORNIA 1Kg,veg
https://www.tokopedia.com/merissa,Abon Sapi Asli,non-veg
https://www.tokopedia.com/vikalie,Kremes Sari Ayam Malioboro (Original Taste),veg
https://www.tokopedia.com/rumahcemilan,CHIKI BALLS 250GR / SNACK ORI ASLI KILOAN,veg
https://www.tokopedia.com/reddragonsnack,"250gram Almond KUPAS Original - Roasted ( Panggang ) USA - California harga distributor grosir, murah",veg
https://www.tokopedia.com/thelittlesnacks,Mie Lidi Osyin,veg
https://www.tokopedia.com/thejakartastore,Golden Duck Gourmet Salted Egg Yolk Fish Skin 125 Gram (Singapore),non-veg
https://www.tokopedia.com/jualalmondmurah,Original roasted almond / Kacang almond panggang (Matang) 500gr,veg
https://www.tokopedia.com/mkfamstore,Keripik Balado Sanjay Christine Hakim,veg
https://www.tokopedia.com/tocampielika,"Rujak Cireng Brecxelle Isi 20 (Original, Keju, Teri Medan dan Oncom)",non-veg
https://www.tokopedia.com/luckytakoyaki,Katsuobushi / Cakalang Asap (1kg),veg
https://www.tokopedia.com/reddragonsnack,250gram Almond Roasted ( Panggang ) USA - California murah,veg
https://www.tokopedia.com/granolabyminime,Granola Honey,non-veg
https://www.tokopedia.com/pempekcandyol,Pempek Candy Asli Palembang ( Paket Pempek Kecil ),veg
https://www.tokopedia.com/bundakiky,Keripik Kentang Special Pedas Manis & Crispy,veg
https://www.tokopedia.com/meteee,500gram Mede Panggang ( Oven ) Roasted cashew TANPA RASA,veg
https://www.tokopedia.com/izzishope,lanting bumbu,veg
https://www.tokopedia.com/cilnats,"GANDUM GORENG ""ENAK.... & MURAH...""",veg
https://www.tokopedia.com/fnsshopp16,samyang ready stock!!,veg
https://www.tokopedia.com/jualnorionline,Murah nori 10s + Sushi mat|penggulung sushi|nori takaokaya|rumput laut,veg
https://www.tokopedia.com/geraisnack,Maicih Basreng,veg
https://www.tokopedia.com/rumahsnackid,Keripik pisang aneka lampung yen yen,veg
https://www.tokopedia.com/ninong,"Snack Makaroni Pedas ""Cikruh Ninong""",veg
https://www.tokopedia.com/fsb240631,Makaroni Garing Mbok Subur Super Renyah MakNyusss,veg
https://www.tokopedia.com/temancamilan,Snack Makanan Ringan Milo Cube Isi 100 pcs Harga Distributor promo!!!,veg
https://www.tokopedia.com/fryandroast,KOPI ARABIKA ACEH GAYO (BIJI/BUBUK) 250 GRAM,veg
https://www.tokopedia.com/upgradekomputer,Bragg apple cider vinegar 946ml cuka apel organik bragg original,veg
https://www.tokopedia.com/winspanda,Susu Ultra Mimi,non-veg
https://www.tokopedia.com/fryandroast,KOPI ARABICA GAYO NATURAL WINE PROCESS 200 GR BIJI/BUBUK,veg
https://www.tokopedia.com/imannuelmotor,Thai Tea Number One Brand Cha Tramue Brand 200gr,veg
https://www.tokopedia.com/bdgsupply,Kopi Aroma Bandung // Robusta,veg
https://www.tokopedia.com/distributormilo,Promo Milo Nestle Professional Paling Murah Buktikan below Distributor,veg
https://www.tokopedia.com/imannuelmotor,Thai Tea Number One Brand Cha Tramue 400 gr + Saringan tea,veg
https://www.tokopedia.com/importsnackstore,THAI GREEN TEA NUMBER ONE / CHATRAMUE BRAND,veg
https://www.tokopedia.com/lisa-shop,Susu UHT Diamond Plain Full Cream 12 pcs @ 1 liter,non-veg
https://www.tokopedia.com/winspanda,Susu Ultra 200ml,non-veg
https://www.tokopedia.com/bdgsupply,Kopi Aroma Bandung // Moka Arabika,veg
https://www.tokopedia.com/hancook,BUBUK KOPI SUPER ARABICA 100% KOPI SIDIKALANG SUMUT,veg
https://www.tokopedia.com/importsnackstore,THAI TEA NUMBER ONE / CHATRAMUE BRAND,veg
https://www.tokopedia.com/phinovstore,BRAGG Apple cider vinegar 946ml / cuka apel 946 ml,veg
https://www.tokopedia.com/nourishindonesia,"Bragg, Organic Apple Cider Vinegar with The 'Mother', Raw-Unfiltered (",veg
https://www.tokopedia.com/de5mutiyara,Susu Sapi Murni Mentah Hangat,non-veg
https://www.tokopedia.com/herbalpropolis,susu kambing etawa sky goat,non-veg
https://www.tokopedia.com/coffeelovers,LAKI COFFEE - KOPI LAKI 5 SACHET (BOX),veg
https://www.tokopedia.com/rievaherbal,SKYGOAT - SUSU BUBUK KAMBING ETAWA FULL CREAM,non-veg
https://www.tokopedia.com/fryandroast,KOPI ROBUSTA SIDIKALANG 250 GRAM (BIJI/BUBUK),veg
https://www.tokopedia.com/lason,MILO PROFESIONAL,veg
https://www.tokopedia.com/fryandroast,KOPI ARABIKA BALI KINTAMANI 250 GRAM (BIJI/BUBUK),veg
https://www.tokopedia.com/lason,OVALTINE SWISS,non-veg
https://www.tokopedia.com/fryandroast,KOPI ROBUSTA ACEH GAYO 250 GRAM (BIJI/BUBUK),veg
https://www.tokopedia.com/fryandroast,KOPI ARABIKA TORAJA (BIJI/BUBUK) 250 GRAM,veg
https://www.tokopedia.com/fryandroast,KOPI ARABIKA PAPUA WAMENA 200 GRAM BIJI/BUBUK,veg
https://www.tokopedia.com/chikacell,TEH HIJAU BANDULAN,veg
https://www.tokopedia.com/suksesgreenworld,THAI TEA ADA BPOM,veg
https://www.tokopedia.com/herbal-indonesia,Sky Goat Susu Kambing Etawa Bubuk Full Cream | SkyGoat Original,non-veg
https://www.tokopedia.com/samwonshop,OVALTINE SWISS COKLAT MALT 1 KG IMPORT REG BPOM RI,non-veg
https://www.tokopedia.com/JoshuaAditya,GREEN BEAN COFFEE - JAVA ROBUSTA,veg
https://www.tokopedia.com/importsnackstore,Milo 3 in 1 Activ Go Malaysia 18 + 3 stick,veg
https://www.tokopedia.com/anchashop008,Dolce Gusto CAPPUCCINO,non-veg
https://www.tokopedia.com/winspanda,Susu Ultra 250ml,non-veg
https://www.tokopedia.com/geraicemal,kopi coffee AROMA Bandung ROBUSTA,veg
https://www.tokopedia.com/amirahouse,KOPI OLD TOWN WHITE COFFEE 3 In 1 Hazelnut,veg
https://www.tokopedia.com/siliconesponge,Thai Tea Number One Brand Cha Tramue /Thailand Tea,veg
https://www.tokopedia.com/suksesgreenworld,SUSU EVAPORASI F&N / SUSU CAIR,non-veg
https://www.tokopedia.com/rmhherbalbdg,SUSU KAMBING ETAWA SKY GOAT,non-veg
https://www.tokopedia.com/phinovstore,BRAGG APPLE CIDER VINEGAR 473ML / CUKA APEL BRAGG,veg
https://www.tokopedia.com/kedai-sehat,Raw Honey - Unprocessed Honey,non-veg
https://www.tokopedia.com/belisatucom,VCO Virgin Coconut Oil Vico Bagoes 100% MURNI Minyak Kelapa 1000 ml,veg
https://www.tokopedia.com/houseoforganix,BRAGG Apple Cider Vinegar ( Cuka Apel) 946 ml,veg
https://www.tokopedia.com/houseoforganix,BRAGG Apple Cider Vinegar - 60 Ml,veg
https://www.tokopedia.com/assundari,Madu Hutan Kalimantan Gholiban Plus Bee Pollen Dan Royal Jelly 1 Kg,non-veg
https://www.tokopedia.com/halocake,"Putih Telur Mentah (Jakarta, Bekasi, Depok)",veg
https://www.tokopedia.com/asahealthyshop,1 kg Organic Chia Seed Mexico,veg
https://www.tokopedia.com/kedai-sehat,Kurma Nabi (Kurma Ajwa),veg
https://www.tokopedia.com/alamudhy,Aqiilah fresh sari lemon 500ml,veg
https://www.tokopedia.com/houseoforganix,Organic Black Chia Seeds 150 Gr,veg
https://www.tokopedia.com/bestsellerherba,Susu Kambing Ettawa Gomars GMP Nutri 100% ASLI,non-veg
https://www.tokopedia.com/alamonmilk,Susu Almond Bubuk (@Alamon milk) / Susu Nutrisi Kulit dan Otak,non-veg
https://www.tokopedia.com/halocake,"Putih Telur Mentah (Fresh) Jakarta, Bekasi dan Depok",veg
https://www.tokopedia.com/arashi,Vitabumin Madu Ikan Gabus,non-veg
https://www.tokopedia.com/koyokakigrosir,Mama Soya 1kotak mamasoya,veg
https://www.tokopedia.com/househerbal,Immunator Honey Ketogenic diet 100 ML Madu Imunator,non-veg
https://www.tokopedia.com/asahealthyshop,1 Kg Organic Chia Seed Peru,veg
https://www.tokopedia.com/rumahketo,Cuka Apel BRAGG Repack 60 ml,veg
https://www.tokopedia.com/ketodiet333,Low Carbs Dry Shirataki 250gr Mie Shirataki Kering,veg
https://www.tokopedia.com/phinovstore,BRAGG Apel Cider Vinegar 473 ml ( cuka apel ),veg
https://www.tokopedia.com/househerbal,"Vico Bagoes VCO Virgin Coconut Oil, Minyak Kelapa 1 Liter",veg
https://www.tokopedia.com/assundari,Jahe Merah Super Instan Amanah,veg
https://www.tokopedia.com/houseoforganix,Madu Uray 640ml,non-veg
https://www.tokopedia.com/4foglioshop,Himalayan Pink Salt Fine (Garam Himalaya),veg
https://www.tokopedia.com/madusarangasli,MADU SARANG 500gr,non-veg
https://www.tokopedia.com/veganindonesia,Chia seed 300 gr,veg
https://www.tokopedia.com/andriegallery,Sky Goat Susu Kambing Etawa Bubuk Full Cream | SkyGoat Original,non-veg
https://www.tokopedia.com/kedai-sehat,Madu Sarang / Honeycomb / Raw Honey,non-veg
https://www.tokopedia.com/assundari,Madu Ramuan Hitam Pahit Insulin Darusyifa,non-veg
https://www.tokopedia.com/rafliberkahshop3,madu (murni) hutan sialang riau netto 1kg,non-veg
https://www.tokopedia.com/madubaduymurni,MADU HITAM HUTAN SUKU BADUY 100 ASLI DAN MURNI,non-veg
https://www.tokopedia.com/koyokakigrosir,MAMA HONEY | Madu Pelancar ASI Booster Mamahoney = Fenugreek mama soya,non-veg
https://www.tokopedia.com/abimanyudoc,Beras Merah Organik 5kg Murah Bersertifikat,veg
https://www.tokopedia.com/asahealthyshop,Organic Black Chia Seeds Mexico 500 gram -Organic Chiaseed / Chia seed,veg
https://www.tokopedia.com/nourishindonesia,BUY 1 GET 1 FREE ORGANIC CHIA SEED 150 GR,veg
https://www.tokopedia.com/rievaherbal,MADU HITAM PAHIT AZ ZIKRA Isi 500 gr,non-veg
https://www.tokopedia.com/toko-murah-0,MADU HITAM PAHIT,non-veg
https://www.tokopedia.com/asiboosterdistro,ASI Booster Tea,veg
https://www.tokopedia.com/rka22,madu asli hutan sialang riau 1kg,non-veg
https://www.tokopedia.com/yummydimsum,Dimsum Premium Quality By Yummy Dimsum,veg
https://www.tokopedia.com/samwonshop,Korean Kimchi SAMWON,veg
https://www.tokopedia.com/amorita,Kentang Goreng ( French Fries) Aviko Shoestring Kemasan 2.5 kg,veg
https://www.tokopedia.com/ayz-shop,Keju Mozarella Pasta & Pizza (Jakarta),non-veg
https://www.tokopedia.com/kebabunyil,kebab frozen isi 10 rasa original javakebab,veg
https://www.tokopedia.com/rumah-otaji,otaji oseng tuna asap,veg
https://www.tokopedia.com/kebabunyil,Kebab Mini rasa keju isi 10,non-veg
https://www.tokopedia.com/samwonshop,KIMCHI SAWI FRESH 1 KG SAMWON Makanan Korea,veg
https://www.tokopedia.com/rmtangsel,Shrimp Roll,veg
https://www.tokopedia.com/amorita,Kentang Goreng ( French Fries) Aviko Straight Cut Kemasan 2.5 kg,veg
https://www.tokopedia.com/amorita,Kentang Goreng ( French Fries) Aviko Crinkle Cut Kemasan 2.5 kg,veg
https://www.tokopedia.com/nayra123,Boci ( Baso aci ),veg
https://www.tokopedia.com/rararerei,BOCI ( Baso Aci ),veg
https://www.tokopedia.com/tahubaksoomahan,Tahu Bakso Omahan,non-veg
https://www.tokopedia.com/erju,Seblak MOMMY Cemilan yang Luar Biasa,veg
https://www.tokopedia.com/samwonshop,KIMCHI SAWI FRESH 250GR SAMWON Makanan Korea,veg
https://www.tokopedia.com/timmcatering,Mini Nasi Tumpeng Kuning Super,veg
https://www.tokopedia.com/gudegkaleng,Gudeg Kaleng Bu Tjitro,veg
https://www.tokopedia.com/tatasnacks,Pizza Goreng (8 Pilihan Varian Isi - 1pack Isi 8pcs),veg
https://www.tokopedia.com/rmtangsel,Egg chicken roll,non-veg
https://www.tokopedia.com/sumberfrozen,60 siomay ayam 800gr umami,non-veg
https://www.tokopedia.com/ayugepuk,Gepuk ayam karwati,non-veg
https://www.tokopedia.com/gudegkaleng,Gudeg Kaleng Bu Tjitro Paket Hemat,veg
https://www.tokopedia.com/gudegkaleng,ABON IKAN CAKALANG,veg
https://www.tokopedia.com/samwonshop,KIMCHI SAWI FRESH 500GR SAMWON Makanan Korea,veg
https://www.tokopedia.com/kebabunyil,Roti Cane isi 10 rasa Original,veg
https://www.tokopedia.com/thenext,Cuanki Express Ginding,veg
https://www.tokopedia.com/rmtangsel,Kaki naga / Dragon Stick,veg
https://www.tokopedia.com/thenext,Seblak Basah Instan Mommy,veg
https://www.tokopedia.com/vivi-shops,"Nasi Instant (Nasi Uduk, Nasi Liwet, Nasi Kuning)",veg
https://www.tokopedia.com/nyamnyamkitchen,Paket (4 Menu) Kuliner Masakan Daging Babi,non-veg
https://www.tokopedia.com/dimsum-bang-ndoy,Dimsum Bang Ndoy harga distributor,veg
https://www.tokopedia.com/pelanginaget,eggroll egg roll chicken isi 3,non-veg
https://www.tokopedia.com/vikalie,Kremes Sari Ayam Malioboro (packing kantong),veg
https://www.tokopedia.com/pelanginaget,shrimp roll bento isi 10,veg
https://www.tokopedia.com/unietty,Dendeng Balado Batokok (Cabe Merah) PEDAS LEVEL 3 - ASLI PADANG,veg
https://www.tokopedia.com/republikchicken,Roasted Rosemary Chicken Ayam Panggang Rotisserie Sehat Non Kolestrol,non-veg
https://www.tokopedia.com/kebabunyil,Kebab Frozen Isi 20 Rasa Original,veg
https://www.tokopedia.com/gfood,gepuk karwati ayam (oleh-oleh food) makanan khas,non-veg
https://www.tokopedia.com/sumberfrozen,29 fish dumpling cheese,non-veg
https://www.tokopedia.com/toserda,Sambal Bawang Bu Rudy khas Surabaya,veg
https://www.tokopedia.com/pesonagreen,GARAM HIMALAYA/GARAM BUKIT (HIMALAYAN PINK SALT) FOR COOKING 500GR,veg
https://www.tokopedia.com/nizamazka,MOIAA PUDDING SILKY 100 GRAM,veg
https://www.tokopedia.com/bumbustudio,Oregano,veg
https://www.tokopedia.com/mate,Totole Kaldu Jamur 400g,veg
https://www.tokopedia.com/houseoforganix,VICO Bagoes Extra Virgin Coconut Oil 1 liter,veg
https://www.tokopedia.com/olshop168,Kulit Gyoza/ Kulit Pangsit bulat,veg
https://www.tokopedia.com/bestdealever,"Keju Mozarella Stik, Pasta, Pizza, Vegetarian 200 Gr",veg
https://www.tokopedia.com/rajosambalroa,Sambal Roa Judes (Juara Pedes),veg
https://www.tokopedia.com/melz,Gelatin Bubuk Import Bersertifikat Halal MUI 100gr,non-veg
https://www.tokopedia.com/samwonshop,SAMWON TTEOKBOKKI / TOKPOKI 200 Gr Fresh - Makanan Korea,veg
https://www.tokopedia.com/primeproduct,Serbuk Arang Bambu / Activated Bamboo Charcoal Powder,veg
https://www.tokopedia.com/tatasnacks,Sambal Bawang Bu Rudy Surabaya,veg
